date,store_id,sku_id,true_demand_units,promo_flag,holiday_flag,category,forecast_units
2026-01-20,ST002,SKU0057,4,0,0,Beverages,6.714285714285714
2026-01-21,ST002,SKU0057,2,0,0,Beverages,6.714285714285714
2026-01-22,ST002,SKU0057,6,0,0,Beverages,5.714285714285714
2026-01-23,ST002,SKU0057,3,0,0,Beverages,6.142857142857143
2026-01-24,ST002,SKU0057,10,0,0,Beverages,5.428571428571429
2026-01-25,ST002,SKU0057,4,0,0,Beverages,5.857142857142857
2026-01-26,ST002,SKU0057,6,0,0,Beverages,4.571428571428571
2026-01-27,ST002,SKU0057,11,0,0,Beverages,5.0
2026-01-28,ST002,SKU0057,7,0,0,Beverages,6.0
2026-01-29,ST002,SKU0057,3,0,0,Beverages,6.714285714285714
2026-01-30,ST002,SKU0057,9,0,0,Beverages,6.285714285714286
2026-01-03,ST002,SKU0058,9,0,0,Snacks,9.571428571428571
2026-01-04,ST002,SKU0058,3,0,0,Snacks,7.0
2026-01-05,ST002,SKU0058,9,0,0,Snacks,6.571428571428571
2026-01-06,ST002,SKU0058,4,0,0,Snacks,7.0
2026-01-07,ST002,SKU0058,6,0,0,Snacks,7.285714285714286
2026-01-08,ST002,SKU0058,2,0,0,Snacks,7.857142857142857
2026-01-09,ST002,SKU0058,2,0,0,Snacks,6.428571428571429
2026-01-10,ST002,SKU0058,5,0,0,Snacks,5.0
2026-01-11,ST002,SKU0058,10,0,0,Snacks,4.428571428571429
2026-01-12,ST002,SKU0058,2,0,0,Snacks,5.428571428571429
2026-01-13,ST002,SKU0058,4,0,0,Snacks,4.428571428571429
2026-01-14,ST002,SKU0058,4,0,0,Snacks,4.428571428571429
2026-01-15,ST002,SKU0058,5,0,0,Snacks,4.142857142857143
2026-01-16,ST002,SKU0058,7,0,0,Snacks,4.571428571428571
2026-01-17,ST002,SKU0058,5,0,0,Snacks,5.285714285714286
2026-01-18,ST002,SKU0058,19,0,0,Snacks,5.285714285714286
2026-01-19,ST002,SKU0058,17,0,0,Snacks,6.571428571428571
2026-01-20,ST002,SKU0058,9,0,0,Snacks,8.714285714285714
2026-01-21,ST002,SKU0058,3,0,0,Snacks,9.428571428571429
2026-01-22,ST002,SKU0058,3,0,0,Snacks,9.285714285714286
2026-01-23,ST002,SKU0058,8,0,0,Snacks,9.0
2026-01-24,ST002,SKU0058,19,0,0,Snacks,9.142857142857142
2026-01-25,ST002,SKU0058,7,0,0,Snacks,11.142857142857142
2026-01-26,ST002,SKU0058,5,0,0,Snacks,9.428571428571429
2026-01-27,ST002,SKU0058,8,0,0,Snacks,7.714285714285714
2026-01-28,ST002,SKU0058,5,0,0,Snacks,7.571428571428571
2026-01-29,ST002,SKU0058,2,0,0,Snacks,7.857142857142857
2026-01-30,ST002,SKU0058,4,0,0,Snacks,7.714285714285714
2026-01-03,ST002,SKU0059,3,0,0,Personal Care,2.0
2026-01-04,ST002,SKU0059,5,0,0,Personal Care,2.0
2026-01-05,ST002,SKU0059,0,0,0,Personal Care,1.4285714285714286
2026-01-06,ST002,SKU0059,3,0,0,Personal Care,1.1428571428571428
2026-01-07,ST002,SKU0059,6,0,0,Personal Care,1.5714285714285714
2026-01-08,ST002,SKU0059,4,0,0,Personal Care,2.4285714285714284
2026-01-09,ST002,SKU0059,4,0,0,Personal Care,3.0
2026-01-10,ST002,SKU0059,8,0,0,Personal Care,3.5714285714285716
2026-01-11,ST002,SKU0059,3,0,0,Personal Care,4.285714285714286
2026-01-12,ST002,SKU0059,1,0,0,Personal Care,4.0
2026-01-13,ST002,SKU0059,4,0,0,Personal Care,4.142857142857143
2026-01-14,ST002,SKU0059,1,0,0,Personal Care,4.285714285714286
2026-01-15,ST002,SKU0059,7,0,0,Personal Care,3.5714285714285716
2026-01-16,ST002,SKU0059,2,0,0,Personal Care,4.0
2026-01-17,ST002,SKU0059,10,0,0,Personal Care,3.7142857142857144
2026-01-18,ST002,SKU0059,3,0,0,Personal Care,4.0
2026-01-19,ST002,SKU0059,0,0,0,Personal Care,4.0
2026-01-20,ST002,SKU0059,1,0,0,Personal Care,3.857142857142857
2026-01-21,ST002,SKU0059,1,0,0,Personal Care,3.4285714285714284
2026-01-22,ST002,SKU0059,3,0,0,Personal Care,3.4285714285714284
2026-01-23,ST002,SKU0059,0,0,0,Personal Care,2.857142857142857
2026-01-24,ST002,SKU0059,3,0,0,Personal Care,2.5714285714285716
2026-01-25,ST002,SKU0059,4,0,0,Personal Care,1.5714285714285714
2026-01-26,ST002,SKU0059,4,0,0,Personal Care,1.7142857142857142
2026-01-27,ST002,SKU0059,2,0,0,Personal Care,2.2857142857142856
2026-01-28,ST002,SKU0059,2,0,0,Personal Care,2.4285714285714284
2026-01-29,ST002,SKU0059,5,0,0,Personal Care,2.5714285714285716
2026-01-30,ST002,SKU0059,2,0,0,Personal Care,2.857142857142857
2026-01-03,ST002,SKU0060,26,0,0,Grocery,15.428571428571429
2026-01-04,ST002,SKU0060,11,0,0,Grocery,17.857142857142858
2026-01-05,ST002,SKU0060,5,0,0,Grocery,14.857142857142858
2026-01-06,ST002,SKU0060,5,0,0,Grocery,11.857142857142858
2026-01-07,ST002,SKU0060,13,0,0,Grocery,10.285714285714286
2026-01-08,ST002,SKU0060,12,0,0,Grocery,11.857142857142858
2026-01-09,ST002,SKU0060,8,0,0,Grocery,11.714285714285714
2026-01-10,ST002,SKU0060,19,0,0,Grocery,11.428571428571429
2026-01-11,ST002,SKU0060,24,0,0,Grocery,10.428571428571429
2026-01-12,ST002,SKU0060,5,0,0,Grocery,12.285714285714286
2026-01-13,ST002,SKU0060,6,0,0,Grocery,12.285714285714286
2026-01-14,ST002,SKU0060,11,0,0,Grocery,12.428571428571429
2026-01-15,ST002,SKU0060,14,0,0,Grocery,12.142857142857142
2026-01-16,ST002,SKU0060,25,0,0,Grocery,12.428571428571429
2026-01-17,ST002,SKU0060,14,0,0,Grocery,14.857142857142858
2026-01-18,ST002,SKU0060,30,0,0,Grocery,14.142857142857142
2026-01-19,ST002,SKU0060,20,0,0,Grocery,15.0
2026-01-20,ST002,SKU0060,16,0,0,Grocery,17.142857142857142
2026-01-21,ST002,SKU0060,14,0,0,Grocery,18.571428571428573
2026-01-22,ST002,SKU0060,3,0,0,Grocery,19.0
2026-01-23,ST002,SKU0060,6,0,0,Grocery,17.428571428571427
2026-01-24,ST002,SKU0060,8,0,0,Grocery,14.714285714285714
2026-01-25,ST002,SKU0060,11,0,0,Grocery,13.857142857142858
2026-01-26,ST002,SKU0060,7,0,0,Grocery,11.142857142857142
2026-01-27,ST002,SKU0060,13,0,0,Grocery,9.285714285714286
2026-01-28,ST002,SKU0060,6,0,0,Grocery,8.857142857142858
2026-01-29,ST002,SKU0060,23,0,0,Grocery,7.714285714285714
2026-01-30,ST002,SKU0060,6,0,0,Grocery,10.571428571428571
2026-01-03,ST002,SKU0061,4,0,0,Dairy,9.142857142857142
2026-01-04,ST002,SKU0061,4,0,0,Dairy,8.857142857142858
2026-01-05,ST002,SKU0061,0,0,0,Dairy,7.571428571428571
2026-01-06,ST002,SKU0061,8,0,0,Dairy,4.857142857142857
2026-01-07,ST002,SKU0061,13,0,0,Dairy,5.285714285714286
2026-01-08,ST002,SKU0061,8,0,0,Dairy,6.0
2026-01-09,ST002,SKU0061,6,0,0,Dairy,6.428571428571429
2026-01-10,ST002,SKU0061,3,0,0,Dairy,6.142857142857143
2026-01-11,ST002,SKU0061,11,0,0,Dairy,6.0
2026-01-12,ST002,SKU0061,5,0,0,Dairy,7.0
2026-01-13,ST002,SKU0061,10,0,0,Dairy,7.714285714285714
2026-01-14,ST002,SKU0061,4,0,0,Dairy,8.0
2026-01-15,ST002,SKU0061,12,0,0,Dairy,6.714285714285714
2026-01-16,ST002,SKU0061,6,0,0,Dairy,7.285714285714286
2026-01-17,ST002,SKU0061,26,0,0,Dairy,7.285714285714286
2026-01-18,ST002,SKU0061,8,0,0,Dairy,10.571428571428571
2026-01-19,ST002,SKU0061,6,0,0,Dairy,10.142857142857142
2026-01-20,ST002,SKU0061,17,0,0,Dairy,10.285714285714286
2026-01-21,ST002,SKU0061,6,0,0,Dairy,11.285714285714286
2026-01-22,ST002,SKU0061,6,0,0,Dairy,11.571428571428571
2026-01-23,ST002,SKU0061,6,0,0,Dairy,10.714285714285714
2026-01-24,ST002,SKU0061,6,0,0,Dairy,10.714285714285714
2026-01-25,ST002,SKU0061,8,0,0,Dairy,7.857142857142857
2026-01-26,ST002,SKU0061,6,0,0,Dairy,7.857142857142857
2026-01-27,ST002,SKU0061,6,0,0,Dairy,7.857142857142857
2026-01-28,ST002,SKU0061,5,0,0,Dairy,6.285714285714286
2026-01-29,ST002,SKU0061,9,0,0,Dairy,6.142857142857143
2026-01-30,ST002,SKU0061,7,0,0,Dairy,6.571428571428571
2026-01-03,ST002,SKU0062,12,0,0,Grocery,9.428571428571429
2026-01-04,ST002,SKU0062,8,0,0,Grocery,10.428571428571429
2026-01-05,ST002,SKU0062,3,0,0,Grocery,10.857142857142858
2026-01-06,ST002,SKU0062,9,0,0,Grocery,10.571428571428571
2026-01-07,ST002,SKU0062,5,0,0,Grocery,9.428571428571429
2026-01-08,ST002,SKU0062,12,0,0,Grocery,9.142857142857142
2026-01-09,ST002,SKU0062,2,0,0,Grocery,8.857142857142858
2026-01-10,ST002,SKU0062,10,0,0,Grocery,7.285714285714286
2026-01-11,ST002,SKU0062,7,0,0,Grocery,7.0
2026-01-12,ST002,SKU0062,3,0,0,Grocery,6.857142857142857
2026-01-13,ST002,SKU0062,19,0,0,Grocery,6.857142857142857
2026-01-14,ST002,SKU0062,27,0,0,Grocery,8.285714285714286
2026-01-15,ST002,SKU0062,2,0,0,Grocery,11.428571428571429
2026-01-16,ST002,SKU0062,9,0,0,Grocery,10.0
2026-01-17,ST002,SKU0062,13,0,0,Grocery,11.0
2026-01-18,ST002,SKU0062,5,0,0,Grocery,11.428571428571429
2026-01-19,ST002,SKU0062,12,0,0,Grocery,11.142857142857142
2026-01-20,ST002,SKU0062,9,0,0,Grocery,12.428571428571429
2026-01-21,ST002,SKU0062,13,0,0,Grocery,11.0
2026-01-22,ST002,SKU0062,20,0,0,Grocery,9.0
2026-01-23,ST002,SKU0062,25,0,0,Grocery,11.571428571428571
2026-01-24,ST002,SKU0062,2,0,0,Grocery,13.857142857142858
2026-01-25,ST002,SKU0062,14,0,0,Grocery,12.285714285714286
2026-01-26,ST002,SKU0062,9,0,0,Grocery,13.571428571428571
2026-01-27,ST002,SKU0062,20,0,0,Grocery,13.142857142857142
2026-01-28,ST002,SKU0062,2,0,0,Grocery,14.714285714285714
2026-01-29,ST002,SKU0062,16,0,0,Grocery,13.142857142857142
2026-01-30,ST002,SKU0062,10,0,0,Grocery,12.571428571428571
2026-01-03,ST002,SKU0063,6,0,0,Personal Care,4.285714285714286
2026-01-04,ST002,SKU0063,4,0,0,Personal Care,4.571428571428571
2026-01-05,ST002,SKU0063,0,0,0,Personal Care,3.857142857142857
2026-01-06,ST002,SKU0063,0,0,0,Personal Care,3.4285714285714284
2026-01-07,ST002,SKU0063,3,0,0,Personal Care,3.2857142857142856
2026-01-08,ST002,SKU0063,4,0,0,Personal Care,3.2857142857142856
2026-01-09,ST002,SKU0063,5,0,0,Personal Care,3.142857142857143
2026-01-10,ST002,SKU0063,1,0,0,Personal Care,3.142857142857143
2026-01-11,ST002,SKU0063,3,0,0,Personal Care,2.4285714285714284
2026-01-12,ST002,SKU0063,3,0,0,Personal Care,2.2857142857142856
2026-01-13,ST002,SKU0063,4,0,0,Personal Care,2.7142857142857144
2026-01-14,ST002,SKU0063,2,0,0,Personal Care,3.2857142857142856
2026-01-15,ST002,SKU0063,10,0,0,Personal Care,3.142857142857143
2026-01-16,ST002,SKU0063,5,0,0,Personal Care,4.0
2026-01-17,ST002,SKU0063,4,0,0,Personal Care,4.0
2026-01-18,ST002,SKU0063,7,0,0,Personal Care,4.428571428571429
2026-01-19,ST002,SKU0063,1,0,0,Personal Care,5.0
2026-01-20,ST002,SKU0063,6,0,0,Personal Care,4.714285714285714
2026-01-21,ST002,SKU0063,1,0,0,Personal Care,5.0
2026-01-22,ST002,SKU0063,1,0,0,Personal Care,4.857142857142857
2026-01-23,ST002,SKU0063,2,0,0,Personal Care,3.5714285714285716
2026-01-24,ST002,SKU0063,6,0,0,Personal Care,3.142857142857143
2026-01-25,ST002,SKU0063,3,0,0,Personal Care,3.4285714285714284
2026-01-26,ST002,SKU0063,6,0,0,Personal Care,2.857142857142857
2026-01-27,ST002,SKU0063,0,0,0,Personal Care,3.5714285714285716
2026-01-28,ST002,SKU0063,3,0,0,Personal Care,2.7142857142857144
2026-01-29,ST002,SKU0063,0,0,0,Personal Care,3.0
2026-01-30,ST002,SKU0063,1,0,0,Personal Care,2.857142857142857
2026-01-03,ST002,SKU0064,12,0,0,Personal Care,4.428571428571429
2026-01-04,ST002,SKU0064,16,0,0,Personal Care,5.857142857142857
2026-01-05,ST002,SKU0064,0,0,0,Personal Care,7.0
2026-01-06,ST002,SKU0064,2,0,0,Personal Care,6.714285714285714
2026-01-07,ST002,SKU0064,3,0,0,Personal Care,6.571428571428571
2026-01-08,ST002,SKU0064,2,0,0,Personal Care,6.285714285714286
2026-01-09,ST002,SKU0064,6,0,0,Personal Care,5.714285714285714
2026-01-10,ST002,SKU0064,11,0,0,Personal Care,5.857142857142857
2026-01-11,ST002,SKU0064,4,0,0,Personal Care,5.714285714285714
2026-01-12,ST002,SKU0064,0,0,0,Personal Care,4.0
2026-01-13,ST002,SKU0064,1,0,0,Personal Care,4.0
2026-01-14,ST002,SKU0064,9,0,0,Personal Care,3.857142857142857
2026-01-15,ST002,SKU0064,1,0,0,Personal Care,4.714285714285714
2026-01-16,ST002,SKU0064,3,0,0,Personal Care,4.571428571428571
2026-01-17,ST002,SKU0064,7,0,0,Personal Care,4.142857142857143
2026-01-18,ST002,SKU0064,7,0,0,Personal Care,3.5714285714285716
2026-01-19,ST002,SKU0064,5,0,0,Personal Care,4.0
2026-01-20,ST002,SKU0064,1,0,0,Personal Care,4.714285714285714
2026-01-21,ST002,SKU0064,1,0,0,Personal Care,4.714285714285714
2026-01-22,ST002,SKU0064,1,0,0,Personal Care,3.5714285714285716
2026-01-23,ST002,SKU0064,0,0,0,Personal Care,3.5714285714285716
2026-01-24,ST002,SKU0064,2,0,0,Personal Care,3.142857142857143
2026-01-25,ST002,SKU0064,0,0,0,Personal Care,2.4285714285714284
2026-01-26,ST002,SKU0064,0,0,0,Personal Care,1.4285714285714286
2026-01-27,ST002,SKU0064,6,0,0,Personal Care,0.7142857142857143
2026-01-28,ST002,SKU0064,6,0,0,Personal Care,1.4285714285714286
2026-01-29,ST002,SKU0064,7,0,0,Personal Care,2.142857142857143
2026-01-30,ST002,SKU0064,3,0,0,Personal Care,3.0
2026-01-03,ST002,SKU0065,2,0,0,Personal Care,2.7142857142857144
2026-01-04,ST002,SKU0065,7,0,0,Personal Care,2.5714285714285716
2026-01-05,ST002,SKU0065,0,0,0,Personal Care,3.142857142857143
2026-01-06,ST002,SKU0065,2,0,0,Personal Care,3.0
2026-01-07,ST002,SKU0065,3,0,0,Personal Care,2.4285714285714284
2026-01-08,ST002,SKU0065,9,0,0,Personal Care,2.4285714285714284
2026-01-09,ST002,SKU0065,2,0,0,Personal Care,3.4285714285714284
2026-01-10,ST002,SKU0065,11,0,0,Personal Care,3.5714285714285716
2026-01-11,ST002,SKU0065,7,0,0,Personal Care,4.857142857142857
2026-01-12,ST002,SKU0065,10,0,0,Personal Care,4.857142857142857
2026-01-13,ST002,SKU0065,1,0,0,Personal Care,6.285714285714286
2026-01-14,ST002,SKU0065,2,0,0,Personal Care,6.142857142857143
2026-01-15,ST002,SKU0065,6,0,0,Personal Care,6.0
2026-01-16,ST002,SKU0065,5,0,0,Personal Care,5.571428571428571
2026-01-17,ST002,SKU0065,3,0,0,Personal Care,6.0
2026-01-18,ST002,SKU0065,6,0,0,Personal Care,4.857142857142857
2026-01-19,ST002,SKU0065,0,0,0,Personal Care,4.714285714285714
2026-01-20,ST002,SKU0065,2,0,0,Personal Care,3.2857142857142856
2026-01-21,ST002,SKU0065,5,0,0,Personal Care,3.4285714285714284
2026-01-22,ST002,SKU0065,7,0,0,Personal Care,3.857142857142857
2026-01-23,ST002,SKU0065,1,0,0,Personal Care,4.0
2026-01-24,ST002,SKU0065,7,0,0,Personal Care,3.4285714285714284
2026-01-25,ST002,SKU0065,5,0,0,Personal Care,4.0
2026-01-26,ST002,SKU0065,1,0,0,Personal Care,3.857142857142857
2026-01-27,ST002,SKU0065,3,0,0,Personal Care,4.0
2026-01-28,ST002,SKU0065,4,0,0,Personal Care,4.142857142857143
2026-01-29,ST002,SKU0065,4,0,0,Personal Care,4.0
2026-01-30,ST002,SKU0065,0,0,0,Personal Care,3.5714285714285716
2026-01-03,ST002,SKU0066,9,0,0,Snacks,7.428571428571429
2026-01-04,ST002,SKU0066,5,0,0,Snacks,7.428571428571429
2026-01-05,ST002,SKU0066,1,0,0,Snacks,7.428571428571429
2026-01-06,ST002,SKU0066,3,0,0,Snacks,6.428571428571429
2026-01-07,ST002,SKU0066,5,0,0,Snacks,6.571428571428571
2026-01-08,ST002,SKU0066,2,0,0,Snacks,5.142857142857143
2026-01-09,ST002,SKU0066,7,0,0,Snacks,4.428571428571429
2026-01-10,ST002,SKU0066,10,0,0,Snacks,4.571428571428571
2026-01-11,ST002,SKU0066,10,0,0,Snacks,4.714285714285714
2026-01-12,ST002,SKU0066,1,0,0,Snacks,5.428571428571429
2026-01-13,ST002,SKU0066,13,0,0,Snacks,5.428571428571429
2026-01-14,ST002,SKU0066,9,0,0,Snacks,6.857142857142857
2026-01-15,ST002,SKU0066,7,0,0,Snacks,7.428571428571429
2026-01-16,ST002,SKU0066,19,0,0,Snacks,8.142857142857142
2026-01-17,ST002,SKU0066,5,0,0,Snacks,9.857142857142858
2026-01-18,ST002,SKU0066,10,0,0,Snacks,9.142857142857142
2026-01-19,ST002,SKU0066,8,0,0,Snacks,9.142857142857142
2026-01-20,ST002,SKU0066,24,0,0,Snacks,10.142857142857142
2026-01-21,ST002,SKU0066,3,0,0,Snacks,11.714285714285714
2026-01-22,ST002,SKU0066,10,0,0,Snacks,10.857142857142858
2026-01-23,ST002,SKU0066,6,0,0,Snacks,11.285714285714286
2026-01-24,ST002,SKU0066,3,0,0,Snacks,9.428571428571429
2026-01-25,ST002,SKU0066,7,0,0,Snacks,9.142857142857142
2026-01-26,ST002,SKU0066,1,0,0,Snacks,8.714285714285714
2026-01-27,ST002,SKU0066,13,0,0,Snacks,7.714285714285714
2026-01-28,ST002,SKU0066,2,0,0,Snacks,6.142857142857143
2026-01-29,ST002,SKU0066,4,0,0,Snacks,6.0
2026-01-30,ST002,SKU0066,4,0,0,Snacks,5.142857142857143
2026-01-03,ST002,SKU0067,8,0,0,Beverages,7.428571428571429
2026-01-04,ST002,SKU0067,6,0,0,Beverages,7.857142857142857
2026-01-05,ST002,SKU0067,7,0,0,Beverages,7.428571428571429
2026-01-06,ST002,SKU0067,4,0,0,Beverages,7.571428571428571
2026-01-07,ST002,SKU0067,9,0,0,Beverages,6.285714285714286
2026-01-08,ST002,SKU0067,4,0,0,Beverages,7.0
2026-01-09,ST002,SKU0067,4,0,0,Beverages,7.0
2026-01-10,ST002,SKU0067,3,0,0,Beverages,6.0
2026-01-11,ST002,SKU0067,1,0,0,Beverages,5.285714285714286
2026-01-12,ST002,SKU0067,4,0,0,Beverages,4.571428571428571
2026-01-13,ST002,SKU0067,1,0,0,Beverages,4.142857142857143
2026-01-14,ST002,SKU0067,9,0,0,Beverages,3.7142857142857144
2026-01-15,ST002,SKU0067,7,0,0,Beverages,3.7142857142857144
2026-01-16,ST002,SKU0067,4,0,0,Beverages,4.142857142857143
2026-01-17,ST002,SKU0067,4,0,0,Beverages,4.142857142857143
2026-01-18,ST002,SKU0067,2,0,0,Beverages,4.285714285714286
2026-01-19,ST002,SKU0067,7,0,0,Beverages,4.428571428571429
2026-01-20,ST002,SKU0067,2,0,0,Beverages,4.857142857142857
2026-01-21,ST002,SKU0067,8,0,0,Beverages,5.0
2026-01-22,ST002,SKU0067,5,0,0,Beverages,4.857142857142857
2026-01-23,ST002,SKU0067,2,0,0,Beverages,4.571428571428571
2026-01-24,ST002,SKU0067,1,0,0,Beverages,4.285714285714286
2026-01-25,ST002,SKU0067,6,0,0,Beverages,3.857142857142857
2026-01-26,ST002,SKU0067,14,0,0,Beverages,4.428571428571429
2026-01-27,ST002,SKU0067,3,0,0,Beverages,5.428571428571429
2026-01-28,ST002,SKU0067,1,0,0,Beverages,5.571428571428571
2026-01-29,ST002,SKU0067,5,0,0,Beverages,4.571428571428571
2026-01-30,ST002,SKU0067,5,0,0,Beverages,4.571428571428571
2026-01-03,ST002,SKU0068,6,0,0,Snacks,5.428571428571429
2026-01-04,ST002,SKU0068,21,0,0,Snacks,5.571428571428571
2026-01-05,ST002,SKU0068,3,0,0,Snacks,7.714285714285714
2026-01-06,ST002,SKU0068,4,0,0,Snacks,7.571428571428571
2026-01-07,ST002,SKU0068,4,0,0,Snacks,6.857142857142857
2026-01-08,ST002,SKU0068,6,0,0,Snacks,6.571428571428571
2026-01-09,ST002,SKU0068,4,0,0,Snacks,6.714285714285714
2026-01-10,ST002,SKU0068,4,0,0,Snacks,6.857142857142857
2026-01-11,ST002,SKU0068,20,0,0,Snacks,6.571428571428571
2026-01-12,ST002,SKU0068,7,0,0,Snacks,6.428571428571429
2026-01-13,ST002,SKU0068,7,0,0,Snacks,7.0
2026-01-14,ST002,SKU0068,5,0,0,Snacks,7.428571428571429
2026-01-15,ST002,SKU0068,1,0,0,Snacks,7.571428571428571
2026-01-16,ST002,SKU0068,8,0,0,Snacks,6.857142857142857
2026-01-17,ST002,SKU0068,7,0,0,Snacks,7.428571428571429
2026-01-18,ST002,SKU0068,6,0,0,Snacks,7.857142857142857
2026-01-19,ST002,SKU0068,3,0,0,Snacks,5.857142857142857
2026-01-20,ST002,SKU0068,7,0,0,Snacks,5.285714285714286
2026-01-21,ST002,SKU0068,11,0,0,Snacks,5.285714285714286
2026-01-22,ST002,SKU0068,6,0,0,Snacks,6.142857142857143
2026-01-23,ST002,SKU0068,5,0,0,Snacks,6.857142857142857
2026-01-24,ST002,SKU0068,7,0,0,Snacks,6.428571428571429
2026-01-25,ST002,SKU0068,3,0,0,Snacks,6.428571428571429
2026-01-26,ST002,SKU0068,7,0,0,Snacks,6.0
2026-01-27,ST002,SKU0068,14,0,0,Snacks,6.571428571428571
2026-01-28,ST002,SKU0068,18,0,0,Snacks,7.571428571428571
2026-01-29,ST002,SKU0068,8,0,0,Snacks,8.571428571428571
2026-01-30,ST002,SKU0068,8,0,0,Snacks,8.857142857142858
2026-01-03,ST002,SKU0069,33,0,0,Grocery,10.0
2026-01-04,ST002,SKU0069,10,0,0,Grocery,13.428571428571429
2026-01-05,ST002,SKU0069,10,0,0,Grocery,13.428571428571429
2026-01-06,ST002,SKU0069,2,0,0,Grocery,13.142857142857142
2026-01-07,ST002,SKU0069,4,0,0,Grocery,11.428571428571429
2026-01-08,ST002,SKU0069,11,0,0,Grocery,11.142857142857142
2026-01-09,ST002,SKU0069,16,0,0,Grocery,11.714285714285714
2026-01-10,ST002,SKU0069,35,0,0,Grocery,12.285714285714286
2026-01-11,ST002,SKU0069,7,0,0,Grocery,12.571428571428571
2026-01-12,ST002,SKU0069,9,0,0,Grocery,12.142857142857142
2026-01-13,ST002,SKU0069,13,0,0,Grocery,12.0
2026-01-14,ST002,SKU0069,18,0,0,Grocery,13.571428571428571
2026-01-15,ST002,SKU0069,3,0,0,Grocery,15.571428571428571
2026-01-16,ST002,SKU0069,11,0,0,Grocery,14.428571428571429
2026-01-17,ST002,SKU0069,10,0,0,Grocery,13.714285714285714
2026-01-18,ST002,SKU0069,27,0,0,Grocery,10.142857142857142
2026-01-19,ST002,SKU0069,4,0,0,Grocery,13.0
2026-01-20,ST002,SKU0069,22,0,0,Grocery,12.285714285714286
2026-01-21,ST002,SKU0069,3,0,0,Grocery,13.571428571428571
2026-01-22,ST002,SKU0069,18,0,0,Grocery,11.428571428571429
2026-01-23,ST002,SKU0069,16,0,0,Grocery,13.571428571428571
2026-01-24,ST002,SKU0069,15,0,0,Grocery,14.285714285714286
2026-01-25,ST002,SKU0069,9,0,0,Grocery,15.0
2026-01-26,ST002,SKU0069,6,0,0,Grocery,12.428571428571429
2026-01-27,ST002,SKU0069,5,0,0,Grocery,12.714285714285714
2026-01-28,ST002,SKU0069,13,0,0,Grocery,10.285714285714286
2026-01-29,ST002,SKU0069,11,0,0,Grocery,11.714285714285714
2026-01-30,ST002,SKU0069,3,0,0,Grocery,10.714285714285714
2026-01-03,ST002,SKU0070,2,0,0,Personal Care,4.285714285714286
2026-01-04,ST002,SKU0070,4,0,0,Personal Care,3.7142857142857144
2026-01-05,ST002,SKU0070,3,0,0,Personal Care,3.2857142857142856
2026-01-06,ST002,SKU0070,1,0,0,Personal Care,2.5714285714285716
2026-01-07,ST002,SKU0070,2,0,0,Personal Care,2.2857142857142856
2026-01-08,ST002,SKU0070,5,0,0,Personal Care,2.2857142857142856
2026-01-09,ST002,SKU0070,4,0,0,Personal Care,2.7142857142857144
2026-01-10,ST002,SKU0070,8,0,0,Personal Care,3.0
2026-01-11,ST002,SKU0070,2,0,0,Personal Care,3.857142857142857
2026-01-12,ST002,SKU0070,0,0,0,Personal Care,3.5714285714285716
2026-01-13,ST002,SKU0070,1,0,0,Personal Care,3.142857142857143
2026-01-14,ST002,SKU0070,6,0,0,Personal Care,3.142857142857143
2026-01-15,ST002,SKU0070,2,0,0,Personal Care,3.7142857142857144
2026-01-16,ST002,SKU0070,2,0,0,Personal Care,3.2857142857142856
2026-01-17,ST002,SKU0070,1,0,0,Personal Care,3.0
2026-01-18,ST002,SKU0070,4,0,0,Personal Care,2.0
2026-01-19,ST002,SKU0070,1,0,0,Personal Care,2.2857142857142856
2026-01-20,ST002,SKU0070,3,0,0,Personal Care,2.4285714285714284
2026-01-21,ST002,SKU0070,7,0,0,Personal Care,2.7142857142857144
2026-01-22,ST002,SKU0070,6,0,0,Personal Care,2.857142857142857
2026-01-23,ST002,SKU0070,3,0,0,Personal Care,3.4285714285714284
2026-01-24,ST002,SKU0070,2,0,0,Personal Care,3.5714285714285716
2026-01-25,ST002,SKU0070,10,0,0,Personal Care,3.7142857142857144
2026-01-26,ST002,SKU0070,0,0,0,Personal Care,4.571428571428571
2026-01-27,ST002,SKU0070,0,0,0,Personal Care,4.428571428571429
2026-01-28,ST002,SKU0070,0,0,0,Personal Care,4.0
2026-01-29,ST002,SKU0070,9,0,0,Personal Care,3.0
2026-01-30,ST002,SKU0070,4,0,0,Personal Care,3.4285714285714284
2026-01-03,ST002,SKU0071,3,0,0,Grocery,10.285714285714286
2026-01-04,ST002,SKU0071,22,0,0,Grocery,10.285714285714286
2026-01-05,ST002,SKU0071,10,0,0,Grocery,10.428571428571429
2026-01-06,ST002,SKU0071,9,0,0,Grocery,11.571428571428571
2026-01-07,ST002,SKU0071,5,0,0,Grocery,12.0
2026-01-08,ST002,SKU0071,13,0,0,Grocery,9.0
2026-01-09,ST002,SKU0071,19,0,0,Grocery,9.714285714285714
2026-01-10,ST002,SKU0071,2,0,0,Grocery,11.571428571428571
2026-01-11,ST002,SKU0071,8,0,0,Grocery,11.428571428571429
2026-01-12,ST002,SKU0071,3,0,0,Grocery,9.428571428571429
2026-01-13,ST002,SKU0071,7,0,0,Grocery,8.428571428571429
2026-01-14,ST002,SKU0071,11,0,0,Grocery,8.142857142857142
2026-01-15,ST002,SKU0071,26,0,0,Grocery,9.0
